Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A1499,Kristen Fournier,Kristen R. Fournier,,,1,King & Spalding,2,2,"2973, 3043",Communications; LeadCounsel,high,,,,,,,,,
A1500,Bruce Hurley,,,,1,King & Spalding,1,1,2973,LeadCounsel,high,,,,,,,,,
A1501,Michael C. Zogby,,,,1,Faegre Drinker,1,1,2973,Communications,high,,,,,,,,,
A1502,Richard Bernardo,,,,1,Skadden,1,1,2973,Discovery,high,,,,,,,,,
A1503,Pamela L. Ferrell,,,,1,Butler Snow LLP,1,1,2974,LeadCounsel,high,,,,,,,,,
A1504,Caroline D. Walker,,,,1,Butler Snow LLP,1,1,2974,LeadCounsel,high,,,,,,,,,
A1505,Drew Edmonson,,,,1,Riggs Abney Neal Turpen Orbison & Lewis,1,1,2977,Communications,high,,,,,,,,,
A1506,W.A. Edmondson,,,,1,Riggs Abney Neal Turpen Orbison & Lewis,1,2,2977,Communications; LocalCounsel,high,,,,,,,,,
A1507,Rachel Soffin,,,,1,"Milberg Coleman Bryson Phillips Grossman, PLLC; Milberg Coleman Bryson Phillips Grossman PLLC; Milberg Coleman Cryson Phillips Grossman, PCCL",2,4,"2988, 3009",ClassCounsel; LeadCounsel,high,,,,,,,,,
A1508,Nicole Berg,,,,1,,1,1,2974,Management,high,,,,,,,,,
A1509,Fidelma Fitzpatrick,,,,1,,1,1,2974,Management,high,,,,,,,,,
A1510,"Robert M. Hammers, Jr.",,,,1,,1,1,2974,Management,high,,,,,,,,,
A1511,Tim Porter,,,,1,,1,1,2974,Management,high,,,,,,,,,
A1512,Christina Feller,,,,1,,1,1,2974,Management,high,,,,,,,,,
A1513,R. Andrew Jones,,,,1,"Cory Watson, P.C.",2,2,"2974, 3125",LeadCounsel; Management,high,,,,,,,,,
A1514,Patrick Luff,,,,1,,3,5,"2974, 3037, 3043",Management,high,,,,,,,,,
A1515,Justin Parafinczuk,,,,1,,1,1,2974,Management,high,,,,,,,,,
A1516,Marcus Susen,Marcus J. Susen,,,1,Susen Law Firm; Susen Law Group,2,3,"2974, 3094",Management,high,,,,,,,,,
A1517,Dennis S. Ellis,,,,1,Browne George Ross O’Brien Annaguey & Ellis; Browne George Ross O’Brien Annaguey & Ellis LLP,1,2,2989,Management,high,,,,,,,,,
A1518,"Roy T. Willey, IV",Roy Willey,,,1,"Anastopoulo Law Firm, LLC",2,3,"2989, 3037",Management,high,,,,,,,,,
A1519,Gabriel A. Assaad,Gabriel Assaad,,,1,"McDonald Worley, PC; McDonald Worley",2,3,"2989, 3081",Management,high,,,,,,,,,
A1520,Maurice D. Pessah,,,,1,"Pessah Law Group, PC",1,2,2989,Management,high,,,,,,,,,
A1521,M. Anderson Berry,,,,1,"Clayeo C. Arnold, A Professional Law Corp.; Clayeo C. Arnold, A Profession Corporation; Clayeo C. Arnold A Professional Corporation; Clayeo C. Arnold, APC",3,5,"2994, 3056, 3149",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1522,Natalia M. Salas,Natalia Salas,,,1,"The Ferraro Law Firm, P.A.; The Ferraro Law Firm",2,2,"2989, 3080",LeadCounsel; Management,high,,,,,,,,,
A1523,Peter Safirstein,,,,1,Safirstein Metcalf LLP,1,1,2989,LeadCounsel,high,,,,,,,,,
A1524,Rachel Furst,,,,1,Grossman Roth Yaffa Cohen P.A.,1,1,2989,Communications,high,,,,,,,,,
A1525,Virginia Anello,Virginia E. Anello,,,1,"Douglas & London, P.C.; Douglas & London PC; Douglas & London, P.C; Douglas & London",4,5,"2973, 3080, 3089, 3140",LeadCounsel; Management,high,,,,,,,,,
A1526,Parvin Aminolroaya,,,,1,Seeger Weiss LLP,2,2,"2973, 3094",LeadCounsel; Management,high,,,,,,,,,
A1527,Paola Pearson,,,,1,Anapol Weiss,1,1,2973,Management,high,,,,,,,,,
A1528,Danielle Gold,,,,1,"Weitz & Luxenberg, P.C.",2,3,"2973, 3044",Bellwether; Discovery; Expert; Management; Motions,high,,,,,,,,,
A1529,Rachel L. Shkolnik,,,,1,"Napoli Shkolnik, PLLC",1,1,2973,Management,high,,,,,,,,,
A1530,Danielle Mason,,,,1,"Sanders Phillips Grossman, LLC",1,1,2973,Management,high,,,,,,,,,
A1531,Nina Towle Herring,,,,1,Cory Watson Attorneys,1,1,2973,Management,high,,,,,,,,,
A1532,Lubna Faruqi,,,,1,"Faruqi & Faruqi, LLP",1,1,2984,ClassCounsel,high,,,,,,,,,
A1533,Todd Carpenter,,,,1,"Carlson Lynch, LLP",1,1,2984,ClassCounsel,high,,,,,,,,,
A1534,Tim Dollar,,,,1,"Dollar, Burns, Becker & Hershewe, L.C.",1,1,2984,Communications,high,,,,,,,,,
A1535,Bonner Walsh,,,,1,Walsh PLLC,1,1,2984,Management,high,,,,,,,,,
A1536,Blaine Finley,BLAINE FINLEY,,,1,"Cuneo Gilbert & LaDuca, LLP",2,5,"2998, 3031",ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A1537,Maureen Brady,Maureen M. Brady,Maureen E. Brady,,1,"McShane & Brady, LLC; McShane & Brady LLC",5,11,"2994, 3019, 3073, 3090, 3096",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A1538,Rafey S. Balabanian,,,,1,Edelson PC,2,3,"2985, 3001",LeadCounsel,high,,,,,,,,,
A1539,Andrea Gold,,,,1,Tycko & Zavareei LLP,3,4,"2985, 3001, 3083",Discovery; Management; Vetting,high,,,,,,,,,
A1540,John Norris,,,,1,Davis & Norris,2,3,"2985, 3001",Management,high,,,,,,,,,
A1541,Todd Logan,,,,1,Edelson PC,2,3,"2985, 3001",Management; Motions,high,,,,,,,,,
A1542,Jill Manning,,,,1,Steyer Lowenthal,2,3,"2985, 3001",Discovery; Management,high,,,,,,,,,
A1543,Cecily Shiel,,,,1,Tousley Brain and Stephens,2,3,"2985, 3001",Discovery; Management,high,,,,,,,,,
A1544,Theo Benjamin,,,,1,Edelson PC,2,3,"2985, 3001",Discovery; Management,high,,,,,,,,,
A1545,Glenn Chappell,,,,1,Tycko & Zavareei,2,3,"2985, 3001",Discovery; Management,high,,,,,,,,,
A1546,Kristen Cardoso,Kristen Lake Cardoso,,,1,Kopelowitz Ostrow P.A.; KOPELOWITZ OSTROW P.A.,3,4,"2985, 3001, 3149",Discovery; Management,high,,,,,,,,,
A1547,Christin Cho,,,,1,Dovel & Luner,2,3,"2985, 3001",Discovery; Management,high,,,,,,,,,
A1548,Hassan A. Zavareei,,,,1,Tycko & Zavareei LLP,2,3,"2985, 3001",Management; Vetting,high,,,,,,,,,
A1549,Cyrus Mehri,,,,1,"Mehri & Skalet, PLLC",1,1,2996,Management,high,,,,,,,,,
A1550,Lloyd B. Miller,,,,1,"Sonosky, Chambers, Sachse, Miller & Monkman, LLP",1,1,2996,Management,high,,,,,,,,,
A1551,Aelish M. Baig,,,,1,"Robbins Geller Rudman & Dowd, LLP",2,2,"2996, 3047",Management,high,,,,,,,,,
A1552,Emily Roark,,,,1,"Bryant Law Center, PSC",1,1,2996,Management,high,,,,,,,,,
A1553,Matthew Browne,,,,1,"Browne Pelican, PLLC",1,1,2996,Management,high,,,,,,,,,
A1554,Julie Braman Kane,,,,1,Colson Hicks Eidson,1,1,2994,Communications,high,,,,,,,,,
A1555,Robert J. Kuntz,,,,1,Devine Goodman Rasco & Watts-FitzGerald LLP,1,1,2994,Management,high,,,,,,,,,
A1556,Bibianne U. Fell,,,,1,"Fell Law, PC",1,1,2994,Management,high,,,,,,,,,
A1557,Elizabeth M. Dalzell,,,,1,Law Office of Kenneth E. Berger LLC,1,1,2994,Management,high,,,,,,,,,
A1558,Dennis Damonn Spurling,,,,1,Dennis Spurling PLLC Attorneys at Law,1,1,3014,LeadCounsel,high,,,,,,,,,
A1559,David Cates,,,,1,"The Cates Law Firm; Cates Mahoney, LLC",1,2,3004,Coordination; Management,high,,,,,,,,,
A1560,Amy Eskin,,,,1,Schneider Wallace Cottrell Konecky LLP,1,2,3004,Coordination; Management,high,,,,,,,,,
A1561,Chad Finley,,,,1,TorHoerman Law,1,2,3004,Management,high,,,,,,,,,
A1562,Leslie LaMacchia,,,,1,"LaMacchia Law, PC; Pulaski Kherkher PLLC",1,2,3004,Management,high,,,,,,,,,
A1563,LaRuby May,,,,1,"Levin, Papantonio, Rafferty, Proctor, Buchanan, O’Brien, Barr & Mougey, P.A.",1,2,3004,Management,high,,,,,,,,,
A1564,Alicia O’Neill,,,,1,Watts Guerra LLP,1,2,3004,Management,high,,,,,,,,,
A1565,Amanda Williamson,,,,1,"Heninger Garrison Davis, LLC",1,2,3004,Management,high,,,,,,,,,
A1566,Michael Williams,Michael A. Williams,,,1,Williams Dirks Dameron LLC,1,2,3009,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1567,Raymond C. Silverman,,,,1,Parker Waichman LLP,1,1,3006,LeadCounsel,high,,,,,,,,,
A1568,Richard M. Elias,,,,1,Elias LLC,1,1,3006,LeadCounsel,high,,,,,,,,,
A1569,Lawana Wichmann,,,,1,OnderLaw LLC,1,1,3006,LeadCounsel,high,,,,,,,,,
A1570,Chris Oxx,,,,1,Parker Waichman LLP,1,1,3006,Communications,high,,,,,,,,,
A1571,Andrew L. Reissaus,,,,1,Hollingsworth LLP,1,1,3006,Communications,high,,,,,,,,,
A1572,Yonatan Even,,,,1,,1,1,3010,Motions,high,,,,,,,,,
A1573,Kimberly Barone Baden,,,,1,Motley Rice LLC,1,1,3014,LeadCounsel,high,,,,,,,,,
A1574,Christian Bagin,,,,1,Wienand and Bagin,1,1,3014,LeadCounsel,high,,,,,,,,,
A1575,Elizabeth Pollock-Avery,,,,1,"Lynch Carpenter, LLP",1,1,3014,Communications; Discovery,high,,,,,,,,,
A1576,Laura Hughes McNally,,,,1,"Morgan, Lewis & Bockius, LLP",1,1,3014,Communications; Discovery,high,,,,,,,,,
A1577,Suniti N. Mehta,,,,1,"Sullivan & Cromwell, LLP",1,1,3014,Communications; Discovery,high,,,,,,,,,
A1578,Elizabeth N. Olsen,,,,1,"Sullivan & Cromwell, LLP",1,1,3014,Communications; Discovery,high,,,,,,,,,
A1579,Cari Laufenberg,Cari Campen Laufenberg,Cari C. Laufenberg,,1,Keller Rohrback L.L.P.,4,8,"3019, 3073, 3089, 3098",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1580,Sarah Bradshaw,,,,1,,1,1,3021,Management,high,,,,,,,,,
A1581,Richard J. Lajaunie,,,,1,,1,1,3021,Management,high,,,,,,,,,
A1582,Sara Watkins,Sara J. Watkins,,,1,"Robert Peirce & Associates, P.C.; ROBERT PEIRCE & ASSOCIATES P.C.; Robert Peirce & Associates",3,5,"3021, 3092, 3140",Management,high,,,,,,,,,
A1583,Danielle Perry,,,,1,,2,2,"3021, 3090",ClassCounsel; Management,high,,,,,,,,,
A1584,Carl Malmstrom,,,,1,Wolf Haldenstein Adler Freeman & Herz LLC,1,1,3009,Communications,high,,,,,,,,,
A1585,Yeremey Krishoey,,,,1,"Bursor & Fisher, P.A.",1,1,3009,Management,high,,,,,,,,,
A1586,Michael Laird,,,,1,Zimmerman Reed LLP,1,1,3009,Management,high,,,,,,,,,
A1587,Kevin Laukaitis,,,,1,Shub Law Firm LLC; Shub Law Firm,2,2,"3009, 3025",ClassCounsel; Management,high,,,,,,,,,
A1588,Brad Lear,,,,1,Lear Werts LLP,1,1,3009,Management,high,,,,,,,,,
A1589,Scott Levensten,,,,1,"Levensten Law Firm, PC",1,1,3009,Management,high,,,,,,,,,
A1590,Alex Lumaghi,,,,1,"Dowd & Dowd, P.C.",1,1,3009,Management,high,,,,,,,,,
A1591,Brian Morrison,,,,1,Tadler Law LLP,1,1,3009,Management,high,,,,,,,,,
A1592,John Nelson,,,,1,"Finkelstein & Krinsk LLP; MILBERG COLEMAN BRYSON PHILLIPS GROSSMAN, PLLC",2,2,"3009, 3149",Management,high,,,,,,,,,
A1593,Alexis Wood,,,,1,Law Offices of Ronald Marron; Law Offices of Ronald Maron,1,2,3019,Communications,high,,,,,,,,,
A1594,Robert Lopez,,,,1,Hagens Berman Sobol Shapiro LLP,1,2,3019,Management,high,,,,,,,,,
A1595,Margaret C. MacLean,,,,1,"Lowey Dannenberg, P.C.",1,2,3019,Management,high,,,,,,,,,
A1596,Kaleigh N.B. Powell,,,,1,Tousley Brian Stephens PLLC; Tousley Brain Stephens PLLC,1,2,3019,Management,high,,,,,,,,,
A1597,Kenya Jamila Reddy,Kenya J. Reddy,,,1,Morgan & Morgan Mass Tort Dept.; Morgan & Morgan,1,2,3019,Management,high,,,,,,,,,
A1598,Sabita J. Soneji,Sabita Soneji,,,1,Tycko & Zavareei LLP; Tycko and Zavareei LLP,5,8,"3019, 3055, 3090, 3108, 3115",ClassCounsel; LeadCounsel; Management; Motions,high,,,,,,,,,
A1599,Rachel Kristine Tack,Rachel K. Tack,,,1,"Zimmerman Reed, LLP",1,2,3019,Management,high,,,,,,,,,
A1600,Karen Cannon Shanks,,,,1,Hotze Runkle LLC,1,2,3023,Communications,high,,,,,,,,,
A1601,Douglas Moore,,,,1,Irwin Fritchie Urquhart & Moore LLC,1,2,3023,Communications,high,,,,,,,,,
A1602,Patrick Hotze,,,,1,Hotze Runkle PLLC,1,1,3023,Management,high,,,,,,,,,
A1603,Sandra Duggan,,,,1,Levin Sedran & Berman LLP; Levin Sedran & Berman,1,2,3014,LeadCounsel; Management; Settlement,high,,,,,,,,,
A1604,Ron Austin,Ron Anthony Austin,,,1,"Ron Austin Law, LLC; Ron Austin Law",2,6,"3014, 3047",Management,high,,,,,,,,,
A1605,Virginia Marie Buchanan,Virginia Buchanan,,,1,"Levin, Papantonio, Rafferty, Proctor, Buchanan, O’Brien, Barr & Mougey, P.A.; Levin Law Firm; Levin Papantonio",2,4,"3014, 3140",Management; Trial,high,,,,,,,,,
A1606,Ruth Anne French-Hodson,,,,1,"Sharp Law, LLP; Sharp Law LLP",3,5,"2993, 3014, 3021",LeadCounsel; Management,high,,,,,,,,,
A1607,Jason Rathod,Jason S. Rathod,,,1,Migliaccio & Rathod LLP,4,7,"3014, 3052, 3108, 3114",ClassCounsel; Expert; Management,high,,,,,,,,,
A1608,Joyce Chambers Reichard,Joyce Reichard,,,1,"Kelley Ferraro LLC; Kelley & Ferraro, LLP",3,5,"3014, 3080, 3092",Management,high,,,,,,,,,
A1609,Peter St. Tienne Wolff,Peter S. Wolff,,,1,"Pietragallo Gordon Alfano Bosick & Raspanti, LLP",1,2,3014,Communications,high,,,,,,,,,
A1610,"Arthur H. Stroyd, Jr.",,,,1,Del Sole Cavanaugh Stroyd LLC,1,2,3014,Settlement,high,,,,,,,,,
A1611,Miriam Agrait,Miriam Fresco Agrait,,,1,"Rubenstein Law, P.A.; Rubenstein Law",2,3,"3014, 3140",Management; Vetting,high,,,,,,,,,
A1612,Kristina Anderson,,,,1,"Hensley Legal Group, PC",1,2,3014,Management,high,,,,,,,,,
A1613,Claire E. Kreider,,,,1,"Gainsburgh, Benjamin, David, Meunier & Warshauer, LLC",1,1,3014,Management,high,,,,,,,,,
A1614,Ava Cavaco,,,,1,Meshbesher & Spence; Nigh Goldenberg Raso & Vaughn,2,4,"3014, 3140",Expert; Management,high,,,,,,,,,
A1615,Syreeta Defrance-Poindexter,,,,1,"Babin Law, LLC",1,2,3014,Management,high,,,,,,,,,
A1616,Ashley B. DiLiberto,,,,1,"Messa & Associates, P.C.",1,2,3014,Management,high,,,,,,,,,
A1617,Kathryn L. Harrison,,,,1,"Campbell & Levine, LLC",1,2,3014,Management,high,,,,,,,,,
A1618,Inez Johnson Ross,,,,1,"Onder Law, LLC",1,2,3014,Management,high,,,,,,,,,
A1619,Ian Sloss,Ian W. Sloss,,,1,Silver Golub & Teitell LLP,3,5,"3014, 3090, 3128",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1620,Kevin W. Tucker,,,,1,East End Trial Group LLC,1,2,3014,Management,high,,,,,,,,,
A1621,John M. Dealke,,,,1,"Deakle-Johnson Law Firm, PLLC",1,1,3021,Management,high,,,,,,,,,
A1622,Jubal Hamil,,,,1,Deakle Sholtis & Hamil,1,1,3021,Management,high,,,,,,,,,
A1623,Derek Chad Nuce,,,,1,"Pasley, Nuce, Mallory & Davis, LLC",1,1,3021,Management,high,,,,,,,,,
A1624,Gretchen E. Moore,,,,1,"Strassburger, McKenna, Gutnick & Gefsky",1,1,3021,Communications,high,,,,,,,,,
A1625,Miriam Fresco Agait,,,,1,"Rubenstein Law, P.A.",1,1,3014,Management,high,,,,,,,,,
A1626,Claire E. Berg,,,,1,"Gainsburgh, Benjamin, David, Meunier & Warshauer, LLC",1,1,3014,Management,high,,,,,,,,,
A1627,Ellen A. Presby,Ellen Presby,,,1,Ferrer Poirot Feller; Ferrer Poirot Feller Daniel,2,4,"3026, 3094",Management,high,,,,,,,,,
A1628,Randolph H. Donatelli,,,,1,"Lyons & Flood, LLP",1,1,3028,Management,high,,,,,,,,,
A1629,Edward Keane,,,,1,"Mahoney & Keane, LLP",1,1,3028,Management,high,,,,,,,,,
A1630,Joseph Perrone,,,,1,"Giuliano, McDonnell and Perrone, LLP",1,1,3028,Management,high,,,,,,,,,
A1631,Erich Wise,,,,1,"Flynn, Delich and Wise, LLP",1,1,3028,Management,high,,,,,,,,,
A1632,Steven Block,,,,1,"Lane, Powell, P.C.",1,1,3028,Management,high,,,,,,,,,
A1633,Kenderick Jordan,,,,1,"Marwedel, Minichello and Reeb, PC",1,1,3028,Management,high,,,,,,,,,
A1634,Elizabeth A. Kaveny,Elizabeth Kaveny,,,1,Kaveny & Kroll,1,4,3026,Communications; Coordination; Management,high,,,,,,,,,
A1635,Justin M. Heilig,,,,1,Hill Rivkins LLP,1,1,3028,Management,high,,,,,,,,,
A1636,Kevin J.B. O'Malley,Kevin O'Malley,Kevin John Byron O’Malley,,1,Nicoletti Hornig & Sweeney; NICOLETTI HORNIG & SWEENEY,1,3,3028,Communications; LeadCounsel; Management,high,,,,,,,,,
A1637,Joshua Southwick,,,,1,Gibson Robb & Lindh LLP,1,1,3028,Management,high,,,,,,,,,
A1638,Jonathan W. Thames,,,,1,Kennedys Law LLP,1,1,3028,Management,high,,,,,,,,,
A1639,Sean P. Fahey,,,,1,,1,2,3026,Communications,high,,,,,,,,,
A1640,Rebecca Fitzpatrick,,,,1,,1,2,3026,Communications,high,,,,,,,,,
A1641,James F. Hurst,,,,1,,1,2,3026,Communications,high,,,,,,,,,
A1642,Gary Klinger,Gary M. Klinger,,,1,"Milberg Coleman Bryson Phillips Grossman; Milberg Coleman Bryson Grossman, LLC; Milberg Coleman Bryson Phillips Grossman PLLC; Milberg Coleman Bryson Phillips Grossman, PLLC",7,11,"3025, 3032, 3056, 3083, 3096, 3108, 3127",ClassCounsel; Discovery; LeadCounsel; Management; Vetting,high,,,,,,,,,
A1643,Richard S. Wayne,,,,1,"Strauss Troy Co., LPA",1,2,3025,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1644,Mark S. Reich,,,,1,"Levi & Korsinsky, LLP",1,2,3025,ClassCounsel,high,,,,,,,,,
A1645,Terence R. Coates,,,,1,"Markovits, Stock & Demarco, LLC",1,2,3025,ClassCounsel,high,,,,,,,,,
A1646,Amber L. Schubert,Amber Schubert,,,1,Schubert Jonckheer & Kolbe LLP; Schubert Jonckheer & Kolbe,3,3,"3025, 3096, 3149",ClassCounsel; Management,high,,,,,,,,,
A1647,Paul Doolittle,,,,1,"Poulin Willey Anastopoulo, LLC",1,2,3025,ClassCounsel,high,,,,,,,,,
A1648,Kiley Grombacher,,,,1,"Bradley Grombacher LLP; Bradley/Grombacher, LLP",4,4,"3025, 3037, 3089, 3115",ClassCounsel; Management,high,,,,,,,,,
A1649,Stephanie E. Parker,,,,1,,1,1,3026,LeadCounsel,high,,,,,,,,,
A1650,Meir Feder,,,,1,,1,1,3026,Communications,high,,,,,,,,,
A1651,Bridget K. O’Connor,,,,1,,1,1,3026,Communications,high,,,,,,,,,
A1652,Rachel Cannon,,,,1,,1,1,3026,LeadCounsel,high,,,,,,,,,
A1653,Darlene Alt,,,,1,,1,1,3026,Communications,high,,,,,,,,,
A1654,William Andrichik,,,,1,,1,1,3026,Communications,high,,,,,,,,,
A1655,Ashlie Case Sletvold,,,,1,"PEIFFER WOLF CARR KANE CONWAY & WISE, LLP; Peiffer Wolf Carr Kane Conway & Wise, LLP; Peiffer Wolf Carr Kane Conway & Wise",3,6,"3026, 3079, 3092",Communications; LeadCounsel; Management,high,,,,,,,,,
A1656,Diane K. Watkins,Diane Watkins,,,1,Wagstaff & Cartmell,2,3,"3026, 3101",Management,high,,,,,,,,,
A1657,Russell T. Abney,,,,1,Watts LLP,1,2,3026,Management,high,,,,,,,,,
A1658,"Gerald J. Diaz, Jr.",,,,1,Diaz Law Firm,1,2,3026,Management,high,,,,,,,,,
A1659,Deborah S. Dixon,,,,1,The Dixon Firm,1,2,3026,Management,high,,,,,,,,,
A1660,Kelly Hyman,,,,1,,1,1,3026,Management,high,,,,,,,,,
A1661,Kristine K. Kraft,Kristine Kraft,,,1,Schlicter Bogard & Denton; Schlicter Bogard LLP; SCHLICTER BOGARD & DENTON,3,7,"3026, 3044, 3092",Management,high,,,,,,,,,
A1662,Noah C. Lauricella,,,,1,Goldenberg Lauricella PLLC,1,2,3026,Management,high,,,,,,,,,
A1663,Christopher T. Nace,,,,1,,1,1,3026,Management,high,,,,,,,,,
A1664,Stephen Reck,,,,1,,1,1,3026,Management,high,,,,,,,,,
A1665,Pearl A. Robertson,Pearl Robertson,,,1,Irpino Avin & Hawkins,2,3,"3026, 3080",Management,high,,,,,,,,,
A1666,John F. Romano,,,,1,Romano Law Group,1,2,3026,Management,high,,,,,,,,,
A1667,James M. Williams,,,,1,,1,1,3026,Management,high,,,,,,,,,
A1668,Jeffrey A. Bowersox,,,,1,,1,1,3026,Management,high,,,,,,,,,
A1669,Diandra S. Debrosse,,,,1,DiCello Levitt,1,1,3026,LeadCounsel,high,,,,,,,,,
A1670,Alyson Steele Beridon,,,,1,"HERZFELD, SUETHOLZ, GASTEL, LENISKI, AND WALL, PLLC; Herzfeld, Suetholz, Gastel, Leniski, and Wall, PLLC; Herzfeld Suetholz Gastel Liniski & Wall, PLLC",3,5,"3026, 3079, 3092",Communications; Management,high,,,,,,,,,
A1671,Thomas L. Tisdale,Thomas Leonard Tisdale,,,1,"TISDALE & NAST LAW OFFICES, LLC",1,2,3028,Communications; LeadCounsel,high,,,,,,,,,
A1672,Noah M. Schubert,,,,1,Schubert Jonckheer & Kolbe LLP,1,1,3025,ClassCounsel,high,,,,,,,,,
A1673,Kelsey L. Stokes,Kelsey Stokes,,,1,"Fleming, Nolen & Jez, LLP; FLEMING, NOLEN & JEZ, L.L.P.; Fleming, Nolen & Jez, L.L.P.",2,3,"3029, 3089",Fees; LeadCounsel; Management,high,,,,,,,,,
A1674,Walter Kelley,,,,1,"Bernheim Kelley Battista & Bliss, LLC",1,2,3029,Communications; Management,high,,,,,,,,,
A1675,Christopher Chorba,,,,1,"Gibson, Dunn & Crutcher LLP",1,2,3032,Communications; LeadCounsel,high,,,,,,,,,
A1676,Jason R. Meltzer,,,,1,"Gibson, Dunn & Crutcher LLP",1,2,3032,Communications; LeadCounsel,high,,,,,,,,,
A1677,Andrea Giovannone,,,,1,Rueb Stoller Daniel,1,1,3029,Management,high,,,,,,,,,
A1678,C. Brett Vaughn,,,,1,"Nigh Goldenberg Raso & Vaughn, PLLC",1,1,3029,Management,high,,,,,,,,,
A1679,Ashley Crowell,,,,1,"Babin Law, LLC",1,1,3029,Management,high,,,,,,,,,
A1680,Scott Fraser,,,,1,McDonald Worley,1,1,3029,Management,high,,,,,,,,,
A1681,Robert King,,,,1,King Law,1,1,3029,Management,high,,,,,,,,,
A1682,PHILIP IOVIENO,,,,1,"Cadwalader, Wickersham & Taft LLP",1,1,3031,Communications,high,,,,,,,,,
A1683,Michelle Looby,MICHELLE LOOBY,,,1,Gustafson Gluek PLLC,2,3,"2993, 3031",ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A1684,SHANA SCARLETT,,,,1,Hagens Berman Sobol Shapiro LLP,1,1,3031,Communications,high,,,,,,,,,
A1685,PATRICK MCGAHAN,,,,1,Scott+Scott Attorneys at Law LLP,1,1,3031,Communications,high,,,,,,,,,
A1686,Dean Graybill,,,,1,AARP Foundation,1,3,3035,Management,high,,,,,,,,,
A1687,Julie Nepveu,,,,1,AARP Foundation,1,1,3035,Management,high,,,,,,,,,
A1688,Elizabeth Hopkins,,,,1,"KANTOR & KANTOR LLP; Kantor & Kantor, LLP",1,3,3035,Management,high,,,,,,,,,
A1689,Susan L. Meter,,,,1,"Kantor & Kantor, LLP",1,1,3035,Management,high,,,,,,,,,
A1690,James Streett,,,,1,"Streett Law Firm, P.A.",1,1,3032,Coordination; Management,high,,,,,,,,,
A1691,Cristina Sabbagh,,,,1,,1,2,3037,Management,high,,,,,,,,,
A1692,David Silverman,,,,1,,1,1,3037,Management,high,,,,,,,,,
A1693,Clement S. Roberts,,,,1,,1,1,3042,LeadCounsel,high,,,,,,,,,
A1694,Jesenka Mrdjenovic,,,,1,"Gibson, Dunn & Crutcher LLP",1,1,3032,Communications; LeadCounsel,high,,,,,,,,,
A1695,Allyson M Julien,,,,1,Goldman Ismail Tomaselli Brennan & Baum LLP,1,1,3036,LeadCounsel,high,,,,,,,,,
A1696,David Eidson Dukes,,,,1,Nelson Mullins Riley & Scarborough,1,1,3036,LeadCounsel,high,,,,,,,,,
A1697,"David Calep Wright , III",,,,1,Robinson Bradshaw & Hinson,1,1,3036,Communications,high,,,,,,,,,
A1698,Bijan Esfandiari,,,,1,Baum Hedlund Aristei & Goldman,1,1,3036,LeadCounsel,high,,,,,,,,,
A1699,K. Rachel Lanier,,,,1,The Lanier Law Firm,1,1,3036,LeadCounsel,high,,,,,,,,,
A1700,Allison Mullins,,,,1,Turning Point Litigation; Mullins Duncan Harrell & Russell PLLC,1,1,3036,Communications,high,,,,,,,,,
A1701,E. Samuel Geisler,,,,1,"AYLSTOCK, WITKIN, KREIS & OVERHOLTZ PLLC",2,3,"3037, 3079",LeadCounsel; Management,high,,,,,,,,,
A1702,Marjorie Levine,,,,1,,1,1,3037,Management,high,,,,,,,,,
A1703,B. Kristian Rasmussen,,,,1,,1,1,3037,Management,high,,,,,,,,,
A1704,Daniel J.T. Sciano,,,,1,Tinsman & Sciano Inc.,1,2,3037,LeadCounsel; Management,high,,,,,,,,,
A1705,Jonathan Sedgh,,,,1,,1,1,3037,Management,high,,,,,,,,,
A1706,Gregorio A. Francis,,,,1,"OSBORNE & FRANCIS LAW FIRM, PLLC",1,2,3035,ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1707,Dhamian Blue,,,,1,Blue LLP,1,2,3035,Management,high,,,,,,,,,
A1708,Kenneth S. Byrd,,,,1,"LIEFF CABRASHER HEIMANN & BERNSTEIN, LLP",1,2,3035,Management,high,,,,,,,,,
A1709,Nicole Lovett,,,,1,"Morgan & Morgan, P.A.",1,1,3036,Management,high,,,,,,,,,
A1710,Aaron Siri,,,,1,Siri & Glimstad LLP,1,1,3036,Management,high,,,,,,,,,
A1711,Tracy Turner,,,,1,"Pendley, Baudin & Coffin, LLP",2,2,"3036, 3101",Management,high,,,,,,,,,
A1712,Andrew Downing,,,,1,"Downing, Allison & Jorgenson",1,1,3036,Management,high,,,,,,,,,
A1713,Justin K. Gelfand,,,,1,"Margulis Gelfand, LLC",1,1,3036,Management,high,,,,,,,,,
