Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A2203,Nina M. Gussack,,,,1,,1,1,2066,LeadCounsel,high,,,,,,,,,
A2204,Kip Shuman,,,,1,the Shuman Law Firm,1,1,2063,Communications,high,,,,,,,,,
A2205,Susan L. Burke,,,,1,Burke PLLC,1,1,2083,Communications; LeadCounsel,high,,,,,,,,,
A2206,Kent Caperton,,,,1,Ben Barnes Group,1,1,2068,Management,high,,,,,,,,,
A2207,Marian S. Rosen,,,,1,Marian S. Rosen & Associates,1,1,2068,Management,high,,,,,,,,,
A2208,Howard Rubinstein,,,,1,Law Office of Howard Weil Rubinstein,1,1,2068,Management,high,,,,,,,,,
A2209,Walter Umphrey,,,,1,"Provost Umphrey Law Firm, LLP",1,1,2068,Management,high,,,,,,,,,
A2210,John Eddie Williams,,,,1,"Williams, Kherker, Hart, Boundas, LLP",1,1,2068,Management,high,,,,,,,,,
A2211,Philip H. Curtis,,,,1,"Arnold & Porter, LLP",1,1,2068,LeadCounsel,high,,,,,,,,,
A2212,Guy Miller Struve,,,,1,Davis Polk & Wardwell,1,1,2068,LeadCounsel,high,,,,,,,,,
A2213,H. Peter Del Bianco,,,,1,Lambert Coffin,1,1,2068,Communications,high,,,,,,,,,
A2214,David C. King,,,,1,Rudman & Winchell,1,1,2068,Communications,high,,,,,,,,,
A2215,Frederick Baker,,,,1,Motley Rice LLC,1,1,2083,Communications; LeadCounsel,high,,,,,,,,,
A2216,James Ledlie,,,,1,Motley Rice LLC,1,1,2083,Communications; LeadCounsel,high,,,,,,,,,
A2217,Laurence King,Laurence D. King,,,1,Kaplan Fox and Kilsheimer LLP; KAPLAN FOX & KILSHEIMER LLP; Kaplan Fox & Kilsheimer LLP,3,11,"2086, 2320, 2904",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A2218,Edward M. Gergosian,,,,1,GERGOSIAN & GRALEWSKI LLP; Gergosian & Gralewski,1,2,2086,ClassCounsel; Management,high,,,,,,,,,
A2219,"Robert J. Gralewski, Jr.",,,,1,GERGOSIAN & GRALEWSKI LLP,1,1,2086,Management,high,,,,,,,,,
A2220,C. Carter Clay,,,,1,"Pittman, Dutton, Kirby & Hellums, P.C.",1,1,2087,Management,high,,,,,,,,,
A2221,Joseph Dunn,,,,1,,1,1,2087,LeadCounsel; Management,high,,,,,,,,,
A2222,Thomas P. Rosenfeld,Thomas Rosenfeld,,,1,,2,2,"2096, 2443",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A2223,Kevin P. Durkin,,,,1,"Clifford Law Offices, P.C./ Colucci & Gallaher",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2224,Michael S. Krzak,,,,1,"Clifford Law Offices, P.C./ Colucci & Gallaher",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2225,Anthony J. Colucci,,,,1,"Clifford Law Offices, P.C./ Colucci & Gallaher",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2226,Daniel O. Rose,,,,1,"Kreindler & Kreindler, LLP/ Lipsitz, Green Scime Cambria, LLP",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2227,James Scime,,,,1,"Kreindler & Kreindler, LLP/ Lipsitz, Green Scime Cambria, LLP",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2228,Kenneth P. Nolan,,,,1,"Speiser Krause Nolan & Granito/ Connors & Vilardo, LLC",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2229,Jeanne M. O'Grady,,,,1,"Speiser Krause Nolan & Granito/ Connors & Vilardo, LLC",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2230,Christina M. Fry,,,,1,"Speiser Krause Nolan & Granito/ Connors & Vilardo, LLC",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2231,Terrence M. Connors,,,,1,"Speiser Krause Nolan & Granito/ Connors & Vilardo, LLC; Connors LLP",2,2,"2085, 2903",Communications; LeadCounsel; Management,high,,,,,,,,,
A2232,Michel Baumeister,,,,1,"Baumeister & Samuels, PC",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2233,Douglas A. Latto,,,,1,"Baumeister & Samuels, PC",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2234,Thea M. Capone,,,,1,"Baumeister & Samuels, PC",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2235,Anne B. Rimmler,,,,1,"Paul William Beltz, P.C.",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2236,Philipp L. Rimmler,,,,1,"Paul William Beltz, P.C.",1,1,2085,LeadCounsel; Management,high,,,,,,,,,
A2237,Richard E. Genter,,,,1,,1,1,2085,Management,high,,,,,,,,,
A2238,Howard S. Hershehorn,,,,1,"Gair, Gair, Conauson, Steigman, & Mackauf",1,1,2085,Management,high,,,,,,,,,
A2239,John A. Greaves,,,,1,,1,1,2085,Management,high,,,,,,,,,
A2240,A. Ilyas Akbari,,,,1,,1,1,2085,Management,high,,,,,,,,,
A2241,John C. Reiter,,,,1,Law Office of Jonathan C. Reiter,1,1,2085,Management,high,,,,,,,,,
A2242,Meryl I. Schwartz,,,,1,Law Office of Jonathan C. Reiter,1,1,2085,Management,high,,,,,,,,,
A2243,Paul Perlman,,,,1,"Hodgson Russ, LLP",1,1,2085,Management,high,,,,,,,,,
A2244,"Richard A. Grimm, III",,,,1,"Magavern, Magavern & Grimm",1,1,2085,Management,high,,,,,,,,,
A2245,Christopher M. Murphy,,,,1,Doran & Murphy; McDermott Will & Emery LLP,2,2,"2085, 2359",LeadCounsel; Management,high,,,,,,,,,
A2246,"Hugh M. Russ, II",,,,1,"Hodgson Russ, LLP",1,1,2085,Communications,high,,,,,,,,,
A2247,Jeffrey Cereghino,,,,1,"Merrill Nomura & Molineux, LLP; Merrill Namora & Molineaux LLP",1,2,2098,ClassCounsel; LeadCounsel,high,,,,,,,,,
A2248,Michael F. Ram,Michael Ram,,,1,"Levy Ram and Olson, llp; Ram and Olson L.L.P.; Morgan & Morgan Complex Litigation Group; Morgan & Morgan Mass Tort Dept.",3,6,"2098, 3014, 3052",ClassCounsel; Expert; LeadCounsel; Management,high,,,,,,,,,
A2249,Sam Lock,,,,1,Law Offices of Sam Lock,1,2,2098,Communications,high,,,,,,,,,
A2250,Jeffrey J. Corrigan,,,,1,"Spector Roseman Kodroff & Willis, P.C.",1,1,2081,Communications,high,,,,,,,,,
A2251,Paul H. Saint-Antoine,,,,1,"Drinker Biddle & Reath, LLP",1,1,2081,Communications,high,,,,,,,,,
A2252,Daniel Kotchen,,,,1,Kotchen & Low LLP,1,1,2089,LeadCounsel,high,,,,,,,,,
A2253,David Flint,,,,1,"Schreeder, Wheeler & Flint, LLP",1,1,2089,Communications,high,,,,,,,,,
A2254,Richard A. Koffman,Richard Koffman,,,1,Cohen Milstein Sellers & Toll PLLC; Cohen Milstein L.L.P.,2,6,"2109, 2668",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A2255,Jay Edelson,JAY EDELSON,,,1,"Edelson McGuire, LLC; Edelson PC; Edelson McGuire LLC",6,8,"2103, 2167, 2250, 2261, 2985, 3001",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A2256,Michael J. McMorrow,MICHAEL J. MCMORROW,,,1,"Edelson McGuire LLC; Edelson McGuire, LLC; Smith & McMorrow, P.C.",2,3,"2103, 2261",ClassCounsel; LeadCounsel,high,,,,,,,,,
A2257,Seth Safier,,,,1,"Gutride Safier, LLP",1,1,2103,Management,high,,,,,,,,,
A2258,Adam Gutride,,,,1,"Gutride Safier, LLP",1,1,2103,Management,high,,,,,,,,,
A2259,David C. Parisi,,,,1,Parisi & Havens LLP,2,2,"2103, 2513",ClassCounsel; Management,high,,,,,,,,,
A2260,Mark H. Freedman,,,,1,"Law Offices of Freedman & Freedman, PLC",1,1,2103,Management,high,,,,,,,,,
A2261,Charles E. Tompkins,,,,1,Williams Montgomery & John Ltd.,1,3,2109,ClassCounsel; LeadCounsel,high,,,,,,,,,
A2262,Peter J. Bezek,,,,1,Foley Bezek Behle & Curtis,1,1,2141,ClassCounsel,high,,,,,,,,,
A2263,Craig Litherland,,,,1,Gilbert LLP,1,1,2124,ClassCounsel,high,,,,,,,,,
A2264,David Millstein,,,,1,Millstein and Associates,1,1,2124,ClassCounsel,high,,,,,,,,,
A2265,Ronald Gossett,Ronald P. Gossett,,,1,,1,2,2183,Communications; LeadCounsel,high,,,,,,,,,
A2266,Catherine Rodriguez,,,,1,,1,1,2183,Communications,high,,,,,,,,,
A2267,Steven Woodrow,,,,1,"Edelson McGuire, LLC",1,1,2167,ClassCounsel,high,,,,,,,,,
A2268,Karin Fisch,,,,1,"Abbey Spanier Rodd & Abrams, LLP",1,1,2167,ClassCounsel,high,,,,,,,,,
A2269,Brian Murray,,,,1,"Murray Frank, LLP",1,1,2167,ClassCounsel,high,,,,,,,,,
A2270,Andrew D. Schau,,,,1,Covington & Burling LLP,1,1,2190,Communications,high,,,,,,,,,
A2271,Kendall Millard,,,,1,Barnes & Thornburg LLP,1,3,2196,Communications,high,,,,,,,,,
A2272,Ira P. Rothken,,,,1,Rothken Law Firm,1,1,2188,ClassCounsel,high,,,,,,,,,
A2273,Christopher C. Casper,,,,1,"James, Hoyer, Newcomer, Smiljanich & Yanchunis, P.A.",1,1,2173,Communications,high,,,,,,,,,
A2274,Michael Anthony Lindsay,,,,1,,1,1,2173,Communications,high,,,,,,,,,
A2275,Julie E. McEvoy,,,,1,,1,1,2173,Communications,high,,,,,,,,,
A2276,Brian Strange,Brian R. Strange,,,1,Strange & Carpenter,3,5,"2196, 2238, 2258",ClassCounsel; Management,high,,,,,,,,,
A2277,Richard Kerger,,,,1,"Kerger & Hartman, LLC",1,1,2196,Management,high,,,,,,,,,
A2278,J.R. Whaley,,,,1,"Neblett, Beard & Arsenault",1,2,2199,Management,high,,,,,,,,,
A2279,Barbara R. Rudolph,,,,1,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",1,1,2200,LeadCounsel,high,,,,,,,,,
A2280,Mary W. Bourke,,,,1,Connolly Bove Lodge & Hutz LLP,1,1,2200,Communications,high,,,,,,,,,
A2281,HEATHER M. PETERSON,,,,1,KIRTLAND & PACKARD LLP; Kirtland & Packard LLP,1,2,2199,LeadCounsel,high,,,,,,,,,
A2282,Jennifer Rives Culler,,,,1,"STACK & ASSOCIATES, P.C.",1,3,2218,Communications,high,,,,,,,,,
A2283,Francis R. Greene,,,,1,"Edelman, Combs, Latturner & Goodwin, LLC",1,2,2223,Communications,high,,,,,,,,,
A2284,Vincent Briganti,,,,1,"Lowey Dannenberg Cohen & Hart, P.C.; Lowey Dannenberg, P.C.",2,2,"2213, 3107",LeadCounsel; Management,high,,,,,,,,,
A2285,Michael von Loewenfeldt,,,,1,Kerr & Wagstaffe LLP,1,1,2208,ClassCounsel; LeadCounsel,high,,,,,,,,,
A2286,Daniel D. King,,,,1,"The Daniel D. King Law Firm, PLLC",1,1,2208,ClassCounsel; LeadCounsel,high,,,,,,,,,
A2287,Eric G. Calhoun,,,,1,,1,1,2234,ClassCounsel,high,,,,,,,,,
A2288,Simcha D. Schonfeld,,,,1,"Koss & Schonfeld, LLP",1,1,2220,Management,high,,,,,,,,,
A2289,Solomon Klein,,,,1,"Klein & Solomon, LLP",1,1,2220,Management,high,,,,,,,,,
A2290,James L. Deese,,,,1,,1,1,2220,Management,high,,,,,,,,,
A2291,D. Scott Kalish,,,,1,,1,1,2220,Management,high,,,,,,,,,
A2292,Harry Rankin,,,,1,Sutton Rankin PLC,1,1,2226,Communications,high,,,,,,,,,
A2293,Donald Stack,,,,1,,1,2,2218,Communications,high,,,,,,,,,
A2294,Cynthia B. Chapman,,,,1,Caddell & Chapman,1,1,2223,Management,high,,,,,,,,,
A2295,Peter J. Cambs,,,,1,"Parker Waichman Alonso, LLP",1,1,2223,Management,high,,,,,,,,,
A2296,"William E. Hopkins, Jr.",,,,1,"Beasley Allen Crow Methvin Portis & Miles, P.C.",1,1,2223,Management,high,,,,,,,,,
A2297,Richard Barrett,,,,1,"Law Offices of Richard R. Barrett, PLLC",1,1,2223,Management,high,,,,,,,,,
A2298,Roy A. Katriel,,,,1,The Katriel Law Firm,1,1,2223,Management,high,,,,,,,,,
A2299,Stephen Randall,,,,1,"Pearson, Randall & Schumacher, PA",1,1,2226,Management,high,,,,,,,,,
A2300,Andy Williams,,,,1,The Simmons Firm,1,1,2226,Management,high,,,,,,,,,
A2301,Joey Diaz,,,,1,The Diaz Law Firm,1,1,2226,Management,high,,,,,,,,,
A2302,Eric Allan Koch,,,,1,The Koch Law Firm PC,1,1,2226,Management,high,,,,,,,,,
A2303,Jay Urban,,,,1,Urban & Taylor S.C.,1,1,2226,Management,high,,,,,,,,,
A2304,Robert Piper,,,,1,Piper & Associates,1,1,2226,Management,high,,,,,,,,,
A2305,Alan Lazar,,,,1,"Marlin & Saltzman, LLP",1,1,2226,Management,high,,,,,,,,,
A2306,Glen DeValerio,,,,1,Berman DeValerio; BERMAN DEVALERIO,2,3,"2242, 2409",Communications,high,,,,,,,,,
A2307,Marc Wites,,,,1,"Wites & Kapetan, P.A.",1,1,2238,Management,high,,,,,,,,,
A2308,"Joe P. Leniski, Jr.",,,,1,"BRANSTETTER, STRANCH & JENNINGS, PLLC",1,1,2242,ClassCounsel,high,,,,,,,,,
A2309,David Franco,,,,1,DUGAN LAW FIRM,1,1,2242,ClassCounsel,high,,,,,,,,,
A2310,Thomas R. Merrick,,,,1,Robbins Geller Rudman & Dowd LLP,1,1,2238,ClassCounsel,high,,,,,,,,,
A2311,Jeremy Wilson,,,,1,"Wilson, Troclair & Lovins",1,1,2264,Management,high,,,,,,,,,
A2312,David Birka-White,,,,1,Birka-White Law Offices,1,1,2247,ClassCounsel,high,,,,,,,,,
A2313,David Greenberg,,,,1,Law Offices of David H. Greenberg,1,1,2247,ClassCounsel,high,,,,,,,,,
A2314,David A. McKay,,,,1,"Herman Gerel, LLP; Law Offices of David A. McKay LLC",1,2,2258,ClassCounsel; Management,high,,,,,,,,,
A2315,Dan Speights,,,,1,Speights and Runyan,1,1,2000,ClassCounsel; LeadCounsel,high,,,,,,,,,
A2316,"A. G. Solomons, III",,,,1,Speights and Runyan,1,1,2000,ClassCounsel; LeadCounsel,high,,,,,,,,,
A2317,Thomas H. Pope,,,,1,Pope and Hudgens,1,1,2000,ClassCounsel; LeadCounsel,high,,,,,,,,,
A2318,Rhonda H. Wills,,,,1,Wills Law Firm,1,1,2266,LeadCounsel,high,,,,,,,,,
A2319,Reagan W. Simpson,,,,1,Yetter Coleman LLP,1,1,2266,LeadCounsel,high,,,,,,,,,
A2320,R. Paul Yetter,,,,1,Yetter Coleman LLP,1,1,2266,LeadCounsel,high,,,,,,,,,
A2321,Diana Marshall,,,,1,"Marshall & Lewis, LLP",1,1,2266,LeadCounsel,high,,,,,,,,,
A2322,Ronald Lewis,,,,1,"Marshall & Lewis, LLP",1,1,2266,LeadCounsel,high,,,,,,,,,
A2323,John M. Padilla,,,,1,"Padilla, Rodriguez & de la Garza, LLP",1,1,2266,LeadCounsel,high,,,,,,,,,
A2324,Mark Stewart,,,,1,Ballard Spahr,1,1,2284,Communications,high,,,,,,,,,
A2325,Robert Kitchenoff,,,,1,"Weinstein, Kitchenoff & Asher; Weinstein, Kitchenoff & Asher LLC",2,2,"2284, 2668",Communications; Management,high,,,,,,,,,
A2326,Richard Kitchenoff,,,,1,"Weinstein, Kitchenoff & Asher",1,1,2284,Settlement,high,,,,,,,,,
A2327,Donald C. Arbitblit,,,,1,"Lieff Cabraser Heimann & Bernstein, LLP",1,1,2299,Management,high,,,,,,,,,
A2328,Tara T. Tabatabaie,,,,1,"Sill Law Group, PLLC",1,1,2299,Management,high,,,,,,,,,
A2329,D. Dorian Britt,,,,1,"Tate Law Group, LLC",1,1,2000,ClassCounsel,high,,,,,,,,,
A2330,David R. Dugas,,,,1,McGlinchey Stafford PLLC,1,1,2299,LeadCounsel,high,,,,,,,,,
A2331,Sara J. Gourley,,,,1,Sidley Austin (Chicago),1,1,2299,LeadCounsel,high,,,,,,,,,
A2332,Penny U. Hendy,Penny Unkraut Hendy,,,1,"Schachter, Hendy & Johnson, PSC",1,2,2308,Communications; LeadCounsel; Management,high,,,,,,,,,
A2333,David A. Straite,DAVID A. STRAITE,David Straite,,1,"STEWARTS LAW US LLP; DiCello Levitt Gutzler LLC; Kaplan Fox & Kilsheimer, LLP; STRAITE PLLC",2,7,"2314, 2358",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A2334,Ralph N. Sianni,RALPH N. SIANNI,,,1,STEWARTS LAW US LLP,1,2,2314,LeadCounsel,high,,,,,,,,,
A2335,Michele S. Carino,,,,1,STEWARTS LAW US LLP,1,1,2314,LeadCounsel,high,,,,,,,,,
A2336,Lydia E. York,,,,1,STEWARTS LAW US LLP,1,1,2314,LeadCounsel,high,,,,,,,,,
A2337,James P. Frickleton,James Frickleton,,,1,"Bartimus, Frickleton, Robertson & Goza, P.C.; Bartimus Frickleton Robertson Rader",1,2,2314,Management,high,,,,,,,,,
A2338,Jay Vaughn,,,,1,"Schachter, Hendy & Johnson, PSC",1,1,2308,LeadCounsel,high,,,,,,,,,
A2339,Wayne Lee,,,,1,,1,1,2328,Communications,high,,,,,,,,,
A2340,Jay Barnes,,,,1,Simmons Hanly Conroy LLC; Barnes & Associates,2,4,"2314, 2443",ClassCounsel; Management,high,,,,,,,,,
A2341,Mark S. Mandell,,,,1,,1,2,2314,Management,high,,,,,,,,,
A2342,John A. Peca,,,,1,"Climaco, Wilcox, Peca, Tarantino & Garofoli Co., LPA",2,2,"2320, 2333",Management,high,,,,,,,,,
A2343,Matthew B. Butler,,,,1,,1,1,2320,Management,high,,,,,,,,,
A2344,Patrick C. Morrow,,,,1,Morrow Morrow et al,1,1,2299,Communications; Management,high,,,,,,,,,
A2345,Stephen Gorny,Stephen M. Gorny,,,1,"the Gorny Law Firm, LC",1,2,2314,Management,high,,,,,,,,,
A2346,"William M. Cunningham, Jr.",,,,1,"Burns, Cunningham & Mackey, P.C.",1,2,2314,Management,high,,,,,,,,,
A2347,Andrew J. Lyskowski,Andrew Lyskowski,,,1,Bergmanis Law Firm LLC,2,3,"2314, 2443",Management,high,,,,,,,,,
A2348,Margery Bronster,,,,1,Bronster Fujichaku Robbins A Law Corporation,2,3,"2314, 3036",Management; Settlement,high,,,,,,,,,
A2349,Grant Woods,,,,1,,1,1,2314,Management,high,,,,,,,,,
A2350,Mike Moore,,,,1,,1,1,2314,Management,high,,,,,,,,,
A2351,Richard Ieyoub,,,,1,,1,1,2314,Management,high,,,,,,,,,
A2352,Ben Bingham,,,,1,"Bingham & Lea, P.C.",1,1,2317,Management,high,,,,,,,,,
A2353,Roger Mandel,,,,1,"Lackey Hershman, LLP",1,1,2317,Management,high,,,,,,,,,
A2354,Antonio Vozzolo,,,,1,Faruqi & Faruqi LLP,1,1,2317,Management,high,,,,,,,,,
A2355,William B. Gaudet,,,,1,"Adams and Reese, LLP",1,2,2328,Communications,high,,,,,,,,,
A2356,Ronald J. Aranoff,,,,1,Wollmuth Maher & Deutsch LLP; BERNSTEIN LIEBHARD LLP,2,4,"2328, 2931",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A2357,Scott R. Bickford,,,,1,"Martzell, Bickford & Centola, APC",2,2,"2328, 2996",Management,high,,,,,,,,,
A2358,Daniel W. Krasner,,,,1,,1,1,2328,Management,high,,,,,,,,,
A2359,Michael Brady,Michael F. Brady,,,1,Brady & Associates,1,3,2328,ClassCounsel,high,,,,,,,,,
A2360,"Walter H. Bundy, Jr.",,,,1,"SMITH, BUNDY, BYBEE & BARNETT, P.C.; Smith Bundy, Bybee & Barnett P.C.",1,2,2333,ClassCounsel,high,,,,,,,,,
A2361,Sean K. O'Dowd,,,,1,"Bernstein Litowitz Berger & Grossmann, LLP",1,1,2335,LeadCounsel,high,,,,,,,,,
A2362,"Edward Eshoo, Jr.",,,,1,"Childress Duffy, Ltd.",2,2,"2333, 2688",Management,high,,,,,,,,,
A2363,"W.H. Bundy, Jr.",,,,1,"Smith, Bundy, Bybee & Barnett, PC",1,1,2333,Management,high,,,,,,,,,
A2364,Brent McDonald,,,,1,"Smith, Bundy, Bybee & Barnett, PC",1,1,2333,Management,high,,,,,,,,,
A2365,C. Erik Hawes,,,,1,,1,1,2355,,high,,,,,,,,,
A2366,Michael E. Schonberg,,,,1,,1,1,2355,LeadCounsel,high,,,,,,,,,
A2367,Steven B. Singer,,,,1,BERNSTEIN LITOWITZ BERGER & GROSSMANN LLP,1,1,2335,Management,high,,,,,,,,,
A2368,Michael Thornton,,,,1,THORNTON & NAUMES LLP,1,1,2335,Management,high,,,,,,,,,
A2369,Brian K. Murphy,,,,1,MURRAY MURPHY MOUL + BASIL LLP,1,1,2335,Management,high,,,,,,,,,
A2370,Shane P. Sanders,,,,1,ROBBINS UMEDA LLP,1,1,2335,Management,high,,,,,,,,,
A2371,Bradley E. Beckworth,,,,1,"NIX, PATTERSON & ROACH, L.L.P.",1,1,2335,Management,high,,,,,,,,,
A2372,Philip Marsh,,,,1,,1,1,2354,Communications,high,,,,,,,,,
A2373,Maya Eckstein,,,,1,,1,1,2354,Communications,high,,,,,,,,,
A2374,Kimberly D. Barone Baden,,,,1,Motley Rice LLC,1,1,2342,Management,high,,,,,,,,,
A2375,Edward Braniff,,,,1,Weitz & Luxemberg,1,1,2342,Management,high,,,,,,,,,
A2376,John Gibson,John R. Gibson,,,1,Duane Morris LLP,1,2,2371,Communications,high,,,,,,,,,
A2377,James Orr,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A2378,Charles Miller,,,,1,,1,1,2372,Communications; LeadCounsel,high,,,,,,,,,
A2379,David Pitcher,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A2380,Jeffrey Peck,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A2381,K.C. Green,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A2382,Jeffrey Geoppinger,,,,1,,1,1,2372,LeadCounsel,high,,,,,,,,,
A2383,Lisa Kuhnell,,,,1,,1,1,2372,Communications,high,,,,,,,,,
A2384,Paul W. Schmidt,,,,1,Covington & Burling LLP,1,1,2385,LeadCounsel,high,,,,,,,,,
A2385,Orlando Rod Richmond,,,,1,,1,2,2385,LeadCounsel,high,,,,,,,,,
A2386,Dan Ball,,,,1,,1,2,2385,Communications,high,,,,,,,,,
A2387,Eric Hudson,,,,1,,1,2,2385,Communications,high,,,,,,,,,
A2388,Beth S. Rose,,,,1,,1,2,2385,Communications; LeadCounsel,high,,,,,,,,,
A2389,"Edward R. Nelson, III",,,,1,Nelson Bumgardner Casto P.C.,1,1,2371,LeadCounsel,high,,,,,,,,,
A2390,Timothy Grochocinski,,,,1,"InnovaLaw, P.C.",1,1,2371,Communications,high,,,,,,,,,
A2391,Steven Davis,,,,1,,1,3,2385,Communications; SettlementAdministration,high,,,,,,,,,
A2392,Chris Cueto,,,,1,,1,2,2385,Management,high,,,,,,,,,
A2393,Sarah Shoemake Doles,,,,1,"Carey Danis & Lowe; Levin, Papantonio, Rafferty, Proctor, Buchanan, O’Brien, Barr & Mougey, P.A.",2,5,"2385, 3004",Communications; LeadCounsel; Management,high,,,,,,,,,
A2394,Barry Julian,,,,1,,1,1,2385,Management,high,,,,,,,,,
A2395,Ron Meneo,Ron Michael Meneo,,,1,,1,2,2385,Coordination; Settlement,high,,,,,,,,,
A2396,Shawn J. Wanta,,,,1,Baillon Thume Jozwiak Miller & Wanta LLP; Baillon Thome Jozwiak & Wanta LLP; BAILLON THOME JOZWIAK & WANTA LLP,2,3,"2359, 2564",ClassCounsel; Discovery; LeadCounsel; Management,high,,,,,,,,,
A2397,Mariana Cole,,,,1,,1,1,2359,Discovery,high,,,,,,,,,
A2398,Victoria Romanenko,,,,1,,1,1,2359,Discovery,high,,,,,,,,,
A2399,Brian Fox,,,,1,,1,1,2359,Discovery,high,,,,,,,,,
A2400,Robin Switzenbaum,,,,1,,1,1,2359,Motions,high,,,,,,,,,
A2401,Frances Baillon,,,,1,,1,1,2359,Motions,high,,,,,,,,,
A2402,Lawrence Deutsch,,,,1,,1,1,2359,Motions,high,,,,,,,,,
A2403,Sobol,,,,1,,1,1,2409,LeadCounsel,high,,,,,,,,,
A2404,Gerstein,,,,1,,1,1,2409,LeadCounsel,high,,,,,,,,,
A2405,Sorensen,,,,1,,1,1,2409,LeadCounsel,high,,,,,,,,,
A2406,Keith Keogh,Keith J. Keogh,,,1,"Keogh Law, Ltd.; Keogh Law Ltd.; Keogh Law, LTD",2,3,"2416, 2478",ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A2407,Stephen P. DeNittis,Stephen Denittis,,,1,"DeNittis Osefchen, P.C.; Denittis Osefchen Prince, P.C.",3,3,"2439, 2588, 2903",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A2408,Sean F. Rommel,,,,1,,1,1,2430,LeadCounsel,high,,,,,,,,,
A2409,F. Jerome Tapley,,,,1,,1,1,2430,LeadCounsel,high,,,,,,,,,
A2410,Caroline F. Bartlett,Caroline Fabend Bartlett,Caroline Bartlett,,1,Carella Byrne Cecchi Brody Agnello P.C.; Carella Byrne,4,6,"2415, 2973, 3055, 3108",Communications; Discovery; LeadCounsel; Management,high,,,,,,,,,
A2411,Olha N.M. Rybakoff,,,,1,Tennessee Attorney General's Office,1,1,2446,LeadCounsel,high,,,,,,,,,
A2412,Gregory C. Strong,,,,1,Delaware Department of Justice,1,1,2446,Communications,high,,,,,,,,,
A2413,Thomas Shapiro,,,,1,"Shapiro, Haber, & Urmy LLP",1,1,2409,Management,high,,,,,,,,,
A2414,Samuel Rudman,,,,1,,1,1,2450,LeadCounsel,high,,,,,,,,,
A2415,Steven Jaffe,,,,1,,1,1,2450,Management,high,,,,,,,,,
A2416,Scott E. Silbert,,,,1,,1,1,2454,Communications; Management,high,,,,,,,,,
A2417,Craig Watson,,,,1,,1,1,2454,Communications,high,,,,,,,,,
A2418,Anthony De Los Reyes,,,,1,,1,1,2454,Management,high,,,,,,,,,
A2419,Gregory L. Bentley,,,,1,,1,1,2454,Management,high,,,,,,,,,
A2420,Michael J. Ecuyer,,,,1,,1,1,2454,Management,high,,,,,,,,,
A2421,W. Michael Hingle,,,,1,,1,1,2454,Management,high,,,,,,,,,
A2422,Peter Durney,,,,1,,1,1,2454,Management,high,,,,,,,,,
A2423,Daniel M. Hodes,,,,1,,1,1,2454,Management,high,,,,,,,,,
A2424,"Garth D. Wojtanowicz, Esq.",Garth D. Wojtanowicz,,,1,HAGENS BERMAN SOBOL SHAPIRO LLP,1,2,2455,ClassCounsel,high,,,,,,,,,
A2425,Eric Lechtzin,,,,1,"Berger & Montague, P.C.; Berger & Montague",1,2,2474,ClassCounsel; LeadCounsel,high,,,,,,,,,
A2426,R. Seth Crompton,,,,1,Holland Law Firm,1,1,2474,ClassCounsel,high,,,,,,,,,
A2427,Lewis Goldfarb,,,,1,"McElroy, Deutsch, Mulvaney & Carpenter, LLP",1,2,2471,Communications,high,,,,,,,,,
A2428,Adam Voyles,,,,1,,1,1,2443,Management,high,,,,,,,,,
A2429,Douglas Campbell,,,,1,,1,1,2443,Management,high,,,,,,,,,
A2430,Jason Richards,,,,1,"Aylstock Witkin Kreis & Overholtz, PLLC",1,1,2458,Management,high,,,,,,,,,
A2431,Rosemary Pinto,,,,1,Feldman and Pinto,1,1,2458,Management,high,,,,,,,,,
